,news_id,general_category,title,abstract
12,N44162,football,"Patriots vs. Ravens: 3 keys to the game, fun facts, prediction","Finally, the Patriots will play a real game against a legitimate opponent. For the first time since Week 4, the Patriots should play in a compelling game, as they will take on the Ravens on the road Sunday night. While the Patriots are 8-0 on the year, the Ravens are 5-2 and coming off their bye. In their last game, they had one of the better wins of the season by going into Seattle and coming away with a 30-16 win. Lamar Jackson is also one of..."
13,N22679,golf,"Dissecting the softer, gentler Tiger Woods",The truth is that Tiger has been a nicer person than he has received credit for.
14,N7141,football,Rams Week 8 snap count analysis,"The LA Rams' game plan involved a lot of Cooper Kupp, and not so much Gerald Everett in their Wembley win"
15,N55435,football,Photos of College Football Cheerleaders,Photos of College Football Cheerleaders
16,N19888,football,"Titans force 4 turnovers by Winston, hold off Buccaneers",The Tennessee Titans rallied to beat the Tampa Bay Buccaneers 27-23 Sunday for their second straight win.
17,N60535,football,"Josh Gordon, New Patriots Receiver Mohamed Sanu Share Laugh At Practice",Josh Gordon and Mohamed Sanu were all smiles Wednesday at Gillette Stadium -- and who can blame them Sanu officially joined the New England Patriots on Wednesday following his trade from the
18,N24417,basketball,Cavs could put claim on Alfonzo McKinnie after surprising release from Warriors,The Cleveland Cavaliers may be picking up a piece from their longtime rivals.
19,N30236,tennis,American teenager Gauff reaches maiden WTA final in Linz,American teenager Gauff reaches maiden WTA final in Linz
20,N31161,baseball,Astros have a lot of baseball left despite two bad losses to Nationals,
21,N26444,misc,Cincinnati vs UConn Football History,Bearcats are 8-0 vs UConn at Nippert Stadium and 12-3 overall
22,N24900,fighting,Bare Knuckle Knockout! Watch Gabriel Gonzaga Whup Bigfoot Silva In Tampa,"Bare Knuckle FC returned on Saturday night for their eighth show in two years, this one featuring a heavyweight showdown between UFC veterans in Tampa, Florida. Gabriel Gonzaga and Antonio Silva were both looking to prove they still had a little something left in the gas tank to give. In the end it was Gonzaga who got his hand raised after pummeling Silva and KO'ing him 1:50 into the second round. Here's highlight video of the final moments of..."
23,N59709,football,Adrian Peterson had to 'hold back tears' in return to Minnesota,"Adrian Peterson returned to Minnesota on Thursday night, but this time he did so as a member of the Washington Redskins in a game that was critical for each team despite them heading in different directions."
24,N51784,racing,Martin Truex Jr. through the years,Martin Truex Jr. has had plenty of memorable moments throughout his NASCAR career. We look back on some of the most iconic ones.
25,N13882,football,Adrian Peterson had to 'hold back tears' in return to Minnesota,"Adrian Peterson returned to Minnesota on Thursday night, but this time he did so as a member of the Washington Redskins in a game that was critical for each team despite them heading in different directions."
26,N43734,racing,Power Rankings: Kyle Busch putting pieces together before favorable Round of 8,NASCAR.com's Pat DeCola ranks the eight remaining NASCAR Playoffs drivers after the race at Kansas Speedway and before Martinsville Speedway.
27,N3565,football,Wolverines in the NFL: Top performances from Week 8,"Below are notable performances from former Michigan players in Week 8 of the NFL season. Miami Dolphins DE Taco Charlton The 2017 first-round pick has found a home in Miami. In Monday's 27-14 loss to the Pittsburgh Steelers, Charlton recorded his fourth sack in five games with the Dolphins. He also had had a forced fumble. Charlton was claimed on waivers from the Dallas Cowboys earlier this ..."
28,N9774,basketball,Man accused of hatchet attack charged with attempted murder,"A man accused of placing a sort of Molotov cocktail at the door of a man's trailer tried to attack him with a hatchet, police say. Bertram Mann IV, 43, is awaiting trial on charges of attempted first-degree murder and arson, Pinellas County jail records show. Just before 9 p.m. Thursday in the area of 15th Avenue N. and 22nd Street, according to the police report, Mann was seen placing a flaming Molotov cocktail at the door of a trailer where..."
29,N25024,misc,Sports on the air: Daily TV and radio schedule,Daily TV and radio listings
30,N39809,football,"Redskins Rumors: If Bruce Allen won't pick up the phone to trade Trent Williams, the Browns could go shopping for a LT in the NFC East",#FireBruceAllen
31,N48549,basketball,Heat suspend Dion Waiters one game for 'conduct detrimental to the team',"The Miami Heat have suspended guard Dion Waiters for Wednesday night's season opener against the Memphis Grizzlies at AmericanAirlines Arena for ""conduct detrimental to the team."" The Heat issued a statement from team president Pat Riley late Saturday that read, ""There were a number of unacceptable incidents this week, culminating with his unprofessional conduct on the bench last night. As a ..."
32,N52529,football,Connor Barwin: NFL retirement announced by former UC Bearcats standout,"Connor Barwin expressed interest in returning to the Eagles, but it didn't happen."
33,N16077,football,The best College GameDay signs from Memphis,
34,N49134,racing,Matt Tifft will miss rest of season after suffering seizure at Martinsville,John Hunter Nemechek will drive the No. 36 car for Front Row Motorsports the final three Cup races of the season.
35,N5599,football,NFL rushing title likely to go down to the wire,"The race to lead the league in rushing appears set to go down to the wire this season, with the NFL's top four running backs all projected to finish the season within 30 yards of each other. Vikings running back Dalvin Cook leads the league with 823 rushing yards, followed by Jacksonville's Leonard Fournette at [more]"
36,N36911,football,"NFL Rumors: Why Josh Gordon Fell Out Of Favor, Was Released By Patriots",The New England Patriots' decision to release Josh Gordon remains to a degree a shocking one but there's no going back now. After getting placed on waivers following his release
37,N55248,football,Dallas-Fort Worth football teams undefeated through Week 8 of the 2019 season,"Here's a look at all the schools in DFW that are still undefeated through Week 8. If you don't see your school, please email us at bgosset@star-telegram.com. Allen Argyle Dallas Christian Decatur Denton Ryan DeSoto Duncanville Frisco Lone Star Gainesville Grandview Muenster Sacred Heart Nolan Catholic Pottsboro Southlake Carroll Sunnyvale"
38,N19262,basketball,Suns Tuesdays: Mark Bryant grinding; Monty Williams right coach; Booker vs. Beverley; Josh Jackson in G-League,"Our Suns Tuesdays column launches with assistant Mark Bryant's coaching style, Devin Booker vs. Patrick Beverley and Josh Jackson in G-League."
39,N18885,football,The Drive: Can Michael Dickson fulfill the hype?,
40,N17286,baseball,Here's what history says about Astros' chances of World Series comeback against Nationals,"According to MLB.com, teams that have gone down 0-2 at home in the 2-3-2 format have won the World Series three of 25 times. Game 3 at Nats is Friday."
41,N38633,racing,The Action Network: Early pick with best value for Kansas,"The Action Network specializes in providing sports betting insights/analytics and is a content partner with NASCAR. Check out more NASCAR betting analysis here. Last week we pegged Michael McDowell and his 100-1 odds as a soild bet to make before cars hit the track at Talladega. McDowell gave us a nice sweat, contending for a […]"
42,N65225,racing,"What channel is NASCAR on today? Time, TV schedule for Kansas race","Sunday's NASCAR race returns to NBC as the TV channel, and the start time for the race at Kansas is 2:30 p.m. ET. Here is how to watch today's NASCAR race at Kansas."
43,N54975,baseball,"Iowa native, veteran MLB umpire Eric Cooper dead at 52",Iowa native Eric Cooper was on the field for some big baseball moments during his umpiring career.
44,N25604,basketball,Warriors' Russell ejected for going after official,D'Angelo Russell is not having the best start to the new phase of his career with the Golden State Warriors.
45,N37957,football,"Broncos Film Study, part 1: The 'ugly' Joe Flacco on third down",Walk with us through these plays to find out what went wrong.
46,N4489,baseball,David Ross might shake up the Cubs coaching staff. Who should he hire as bench coach?,"His former manager in Boston, John Farrell, is one possibility."
47,N42908,football,"Tagovailoa, No. 1 Tide roll past No. 24 Texas A&M","Tagovailoa, No. 1 Tide roll past No. 24 Texas A&M"
48,N55337,baseball,"As pitch-tipping paranoia lingers, Astros and Nationals will have their eyes on each other in World Series","Pitch-tipping has become a hot topic in the postseason this year and with the Astros reaching the World Series, suspicions will linger."
49,N37736,baseball,Carlos Correa took clever swipe at Yankees after ALCS victory,Carlos Correa can afford to talk a bit of smack now.
50,N49363,football,Report: Brown's grievance against Raiders hindered by text messages,Antonio Brown is hoping to recoup $30 million in guaranteed money from the Oakland Raiders via a grievance.
51,N39843,golf,Matsuyama (65) ties for third in Skins tune-up; Day T-31,Hideki Matsuyama will enter Monday's Challenge: Japan Skins on a high note while Jason Day will not.
52,N48320,football,Denver Broncos quarterback Joe Flacco voices frustration after loss to Colts,Denver Broncos quarterback Joe Flacco voices frustration after loss.
53,N34240,football,Patriots cut QB Cody Kessler in flurry of roster moves,They're down to 2 QBs.
54,N28535,misc,Watch: Michael Porter Jr. posts another strong performance,Michael Porter Jr. has played three preseason games and they have all been fantastic.
55,N59291,football,Dantonio scoffs at 'dumb--- question' about Michigan State's offensive staff,Michigan State football coach Mark Dantonio took exception with a question about his offensive staff after MSU's 38-0 loss to Wisconsin.
56,N51027,misc,"Chiefs final injury report vs. Broncos: Sammy Watkins ruled out, Bashaud Breeland questionable","Watkins will miss his second straight game, while Breeland is questionable to go with a non-injury related designation."
57,N19552,baseball,"2 years ago, the Astros won an insane Game 5 against the Dodgers in the World Series","The date October 29 doesn't mean much to Astros fans   but it probably should. *knocks on wood* With a win Tuesday night over the Nationals, Oct. 29, 2019 will be the day the Astros won their second title in three seasons. So it's only fitting that exactly two years ago, on Oct. 29, 2017, the Astros survived arguably the wildest game in World Series history to set themselves up for their first championship. Click through the gallery above to..."
58,N52800,basketball,Blazers coach Terry Stotts backs Daryl Morey over Hong Kong tweet,"People within the NBA community are slowly starting to back Daryl Morey after the Houston Rockets general manager started a firestorm by tweeting about the protests in Hong Kong, and Portland Trail Blazers head coach Terry Stotts is among those who supports Morey's point of view."
59,N49981,football,Can't-Miss Play: Marquez Valdes-Scantling torches Raiders' D for 74-yard TD catch and run,Green Bay Packers wide receiver Marquez Valdes-Scantling with a 74-yard touchdown catch from quarterback Aaron Rodgers.
60,N7748,football,"Bengals notebook: Cordy Glenn's return, Carlos Dunlap 'day to day'",Preparation for the Bengals' date with the reigning NFC champions continues.
61,N46662,football,NFL Cheerleaders,NFL Cheerleaders
62,N7368,football,Vince Young to Marcus Mariota: 'When you get the starting position back don't give it back!!',Former Titans quarterback Vince Young sent an encouraging message to Marcus Mariota on Twitter Wednesday.
63,N20148,soccer,"No goals, no fans, no TV: Koreas draw 0-0 in blacked-out World Cup qualifier","North and South Korea drew 0-0 in a historic but surreal World Cup qualifier on Tuesday, played in front of FIFA president Gianni Infantino but an otherwise empty stadium and almost completely blocked off from the outside world."
64,N64278,basketball,Should Kentucky basketball be worried about EJ Montgomery's preseason play?,"With Nick Richards battling a sprained ankle, the pressure is on EJ Montgomery take a step forward from a middling preseason performance."
65,N58210,football,The question after Sunday's 27-17 loss: When will the win come for the Cincinnati Bengals?,Bengals quarterback Andy Dalton intercepted on three straight drives in the fourth quarter to seal the loss.
66,N59137,football,Panthers' Mario Addison to miss game while mourning brother's death,
67,N64130,outdoors,ON THE GUN: Browning X-Bolt Max Long Range,"Browning's new X-Bolt Max Long Range checks all the boxes for an affordable, long-range hunting rig: it's super accurate, runs flawlessly, it's heavy but still handy, and it costs just a little more than $1,000."
68,N36390,football,"UH redshirt tracker: Who's sitting so far, others on way","By now, Houston coach Dana Holgorsen has a good idea which players will redshirt this season. Some of that could change over the final four games, depending on injuries, but for the most part the picture has become clear which players will redshirt this season. A few like D'Eriq King, Keith Corbin and Mulbah Car, all seniors, were not expected when the season began (although Holgorsen did warn that everything was ""on the table""). Some like..."
69,N27667,football,Patriots will be down a tight end vs. Ravens,"Tight end continues to be an issue for the Patriots this season. Matt LaCosse (knee) has been downgraded to out for Sunday night's game against the Ravens. He practiced for the first time all week on a limited basis after missing the last several weeks entirely, but ultimately it wasn't enough to suit up for the game. The veteran suffered the injury against the Giants in Week 6. After releasing Eric Tomlinson earlier in the week, the team is..."
70,N1606,football,Ten Thoughts on the NFL and the Bears,"1) The New Orleans Saints are not trading Teddy Bridgewater while having a legit Super Bowl contending team right now. He stepped in and kept their offense working when Drew Brees was injured and proved his worth to the franchise. Sure it wasn't Brees-esque, but it was winning football. Bridgewater is set to be a free agent after this season and I'd expect him to cash in with some legit starting QB money somewhere (maybe in Navy and Orange)...."
71,N44438,football,Ramsey promises Rams no holdout,The Los Angeles Rams' blockbuster acquisition of Jalen Ramsey last week had a pretty big caveat but following the 2020 season he could hold out.
72,N40813,baseball,Steve Phillips Previews Game 6 of the World Series,The Nationals will look to force a Game 7 of the World Series when they face Justin Verlander and the Astros in Game 6 on Tuesday. MLB Insider Steve Phillips joins the show to discuss the matchup.
73,N9138,baseball,Aaron Judge will want that one back,Aaron Judge is pretty far down the list of people to blame for the Yankees losing the ALCS to the Astros in six games. Edwin Encarnacion forgot how to hit; Brian Cashman forgot how to make a brazen trade for a starting pitcher; the Astros are nearly the perfect team. But Judge made the type of mental mistake on Saturday night that's extremely easy to remember. With the Yankees ...
74,N2770,racing,Clutch in the playoffs: Drivers who won in critical situations,"Since NASCAR instituted the elimination-style playoff format in 2014, we've seen several drivers elevate their abilities with everything on the line."
75,N21453,football,"NFL Power Rankings: Rodgers looks like a legit MVP, as the Eagles have serious problems.","Sports Pulse: The Bears continue to fall, as the quarterbacks on the Packers, Vikings and Colts shine."
76,N2336,football,"Michael Bennett Sounds Off On Suspension, Trade Rumors, Role With Patriots",FOXBORO Mass. -- Michael Bennett addressed reporters for roughly three minutes after Wednesday's New England Patriots practice the defensive end's first since the team suspended him one game following an
77,N51363,football,Trying to talk yourself into picking the Browns? Here are 3 things to consider,"BEREA, Ohio -- No one wants to hear about moral victories. Odell Beckham Jr. certainly didn't on Wednesday, a few days before the Browns took off for Massachusetts to take on the Patriots. ""We're not going to the Patriots to play a good game and pat ourselves on the back and come back to Cleveland and keep working,"" Beckham said. ""We're going down there to win, we're preparing to win, there's ..."
78,N57751,baseball,Jose Altuve walk-off bomb off Aroldis Chapman ends Yankees season in 'failure',"HOUSTON -- Aaron Judge had to walk around the celebration that was forming on the infield. Jose Altuve had just crushed a two-run, walk-off home run off Yankees closer Aroldis Chapman for a 6-4 Astros win over the Yankees, clinching the American League Championship Series Saturday night. The young face of the Yankees franchise made the slow walk in from right field having to watch a ..."
79,N26634,football,"Refs blow whistle early, cost Bucs late go-ahead TD in Titans win",
80,N36357,football,"Jalen Ramsey expresses desire to stay with Rams ""for years and years to come""","New Rams cornerback Jalen Ramsey has yet to speak to reporters in L.A. However, he did speak via his 17 Weeks podcast commitment, produced by Lebron James' and Maverick Carter's Uninterrupted (except when the topic of China comes up) and SiriusXM/Pandora. ""I'm checking in after a huge, I mean, big, big day for me,"" Ramsey [more]"
81,N62357,football,Fan falls from upper deck during Oklahoma State-Iowa State game,An unidentified fan fell from Jack Trice Stadium's upper deck to the lower deck during Saturday's Iowa State-Oklahoma State football game
82,N49210,football,Bill Belichick Expects NFL To Close This Loophole Patriots Exploited Vs. Jets,EAST RUTHERFORD N.J. -- Bill Belichick expects the shenanigans he gleefully pulled late in Monday night's blowout win over the New York Jets to soon be outlawed. Early in the
83,N47341,basketball,Al Horford rings his Sixers career in style in win over his former Boston Celtics teammates,"Before he attempted his first shot or grabbed his first rebound as a 76er, Al Horford had one other duty before beginning his career with his new team. Horford had the duty of ringing the ceremonial bell, the pre-game ritual that goes to a celebrity before a Sixers game. It was symbolic since Horford rang in a new era with his current team against his former one. After playing the previous ..."
84,N30886,football,Bengals' A.J. Green hopes to make Week 10 return,The wide receivers hopes to get back on the field after the Bengals' Week 9 bye.
85,N64215,basketball,Football: Tracking where North Jersey's best players will be going to college,Many seniors in Bergen and Passaic counties are announcing their college destinations. We'll keep track of those commitments right here.
86,N56359,basketball,LeBron James undermines values with comments on Daryl Morey and China,LeBron James' Monday news conference played right into the hands of Chinese government propaganda and undermined the values he has publicly espoused.
87,N18929,football,Jaguars vs. Bengals highlights | Week 7,See the highlights from the Week 7 matchup between the Jacksonville Jaguars and the Cincinnati Bengals.
88,N33853,football,"Oklahoma shows why this might be season it can knock off Alabama, Clemson to win title",
89,N46454,basketball,Westbrook doesn't have to say anything about playing Thunder,Russell Westbrook steps on the floor Monday night for his first meeting with his former team.
90,N41648,football,3 takeaways from Oklahoma's win over Texas in Red River Showdown,The Sooners used a strong defensive performance and a career day from CeeDee Lamb to remain undefeated.
91,N62982,baseball,Washington Nationals Pitcher Joins Long Line of Champion Athletes Turning Down White House Visit,"At the end of the day, as much as I wanted to be there with my teammates and share that experience with my teammates, I can't do it. I just can't do it, Nats closer Sean Doolittle told The Washington Post."
92,N29569,racing,"Power Rankings: Round of 8 opens with a bang, Texas on tap",NASCAR.com's Pat DeCola ranks the eight remaining NASCAR Playoffs drivers after the race at Martinsville Speedway and ahead of the race at Texas.
93,N25873,baseball,Nationals rode their rotation to World Series title,"Patrick Corbin, Anibal Sanchez, Max Scherzer, and Stephen Strasburg accounted for 107 2/3 innings in the postseason."
94,N16521,basketball,Couch: Getting 'exposed' at the Champions Classic is part of MSU's Final Four process,"Tom Izzo hates losing in the Champions Classic, but history shows it has little bearing on the season ahead, March especially"
95,N19312,baseball,MLB playoffs: Nationals' Howie Kendrick keeps playing postseason hero,Washington's veteran infielder has come through with some of the biggest hits in the team's thrilling postseason run.
96,N15976,soccer,"Alex Morgan is pregnant, due 3 months before Tokyo Olympics","Alex Morgan, a star at the last two Olympics, is pregnant with her first child."
97,N44436,fighting,Watch Jonas Bilharinho's spectacular flying-knee knockout at Future FC 9,Former Jose Aldo sparring partner Jonas Bilharinho returned from a three-year hiatus with a stunning flying-knee KO at Future FC 9.
98,N14505,football,"Broncos Insider: Brandon Allen, the next Case Keenum? A look at the QB's scouting reports from 2016 NFL draft.","After a herniated disk ruled out Joe Flacco from playing in Sunday's game against the Browns, the Broncos have turned to backup quarterback Brandon Allen to lead them into battle. Let the Brandon Allen era begin."
99,N17423,football,Kyle Shanahan gave dad Mike game ball after win over Washington,"Following the game, the younger Shanahan trolled the Skins in epic fashion. The Shanahans were fired by Washington following the 2013 season."
100,N1459,football,Raiders at the bye: What have we learned?,"Jon Gruden was careful not to draw grand conclusions from the Raiders' 3-2 start, which has them one win from their 2018 total. ""We're building our team, that's all I'm going to say,"" Oakland's head coach said Tuesday, two days after a win over the Bears in London. ""We're not making any other statements other than that. We like the progress."" The Raiders have had early success despite some stunning roster developments. But the next month is..."
101,N60392,football,"Arthur Blank will take next couple of weeks to evaluate ""everything""",Falcons coach Dan Quinn's job appears safe. For now. A league source indicated earlier that the current expectation is the Falcons will wait until the end of this season before making a coaching change. Owner Arthur Blank appeared to confirm that to reporters after Sunday's 27-20 loss to the Seahawks.
102,N54786,football,Week 7 Post Game Wrap,Colts win! 4-2 and 1st in the AFC South!
103,N51077,football,Drew Brees injury update: Saints QB (thumb) 'plans' to play vs. Cardinals,"Brees has missed the last five games after having surgery on his thumb, but is optimistic he will be back in Week 8."
104,N21112,misc,"Back to Excited Episode 78: Coaching Changes, Why Matthews & Marner don't work","After a dispiriting loss against Montreal, we take stock of the team"
105,N22505,football,Cleveland Browns vs. New England Patriots: Week 8 TV Listings,How can you watch the Browns vs. Patriots game on television this week?
106,N48422,football,Why Spiller was critical recruit to help start Clemson dynasty,"Before Clemson became a football dynasty, it was the recruitment of C.J. Spiller that was critical to getting the program competitive with the elite."
107,N5249,football,Falcons reportedly will not fire Dan Quinn during bye week,The Atlanta Falcons owner Arthur Blank decided to keep Dan Quinn for at least one more week despite their multitude of issues.
108,N40032,football,"NFL Rumors: Here's Where Tom Brady's Trainer, Alex Guerrero, Is Moving To",When both Alex Guerrero and Tom Brady put their homes on the market it turned more than just a few heads. For a while now there have been rumors about
109,N46596,misc,TV sports listing for Des Moines and Iowa,What channel are the Hawkeyes and Cyclones on?
110,N14335,football,18 people ejected from UM vs Notre Dame game,"ANN ARBOR, MI -- Two people were arrested and 18 people were ejected during the University of Michigan football game against Notre Dame."
111,N33800,football,Seahawks have most WR heavy roster in the NFL,
112,N29960,football,Colts fan and Stampede Blue community weekly Q&A   Week 7,
113,N15416,baseball,'Embrace it': Stephen Strasburg's legendary postseason hits its apex with gritty Game 2 win,Washington's starter shrugged off a first-inning homer to battle back and hold the Astros to two runs in six innings in Game 2.
114,N9648,baseball,The Nats are the biggest World Series underdogs in over 10 years,"Caesars Sportsbook opened with the Astros as -235 favorites to beat the Nationals in the best-of-seven series. The Nats are listed as +195 underdogs. (For favored teams like the Astros, the negative odds indicate how much you'd need to bet to win $100. So in order to win $100, you'd need to bet $235. For underdog teams like the Nationals, the positive odds indicate the amount of money you'd win if you bet $100. So a $100 bet on the Nationals..."
115,N61433,basketball,"Cavaliers coach Beilein grabs 1st NBA win, doused in celebratory water bottle shower",
116,N32247,golf,'Smiling Cinderella' Shibuno returns to LPGA at Swinging Skirts,"If you miss seeing Hinako ""The Smiling Cinderella"" Shibuno take on the world's best on the LPGA tour, this is your week. She returns to action at the Taiwan Swinging Skirts on a sponsor's exemption."
117,N50652,football,"Report: When Ramsey didn't play in Week 6, Khan gave green light for trade",
118,N50985,tennis,"With Linz Open semis win, Coco Gauff becomes youngest WTA finalist in 15 years","Coco Gauff won the Linz Open semifinals, becoming the youngest woman since Nicole Vaidisova in 2004 to be a WTA finalist."
119,N38035,baseball,"13 Yankees who could be outta here | Aroldis Chapman, Didi Gregorius, Clint Frazier, Miguel Andujar moving on?","HOUSTON -- One of the emotions that Aaron Judge was feeling after the Yankees' season ended on Saturday night was sadness. Along with frustration and anger and hurt, Judge was realizing how much he was going to miss retiring pitcher CC Sabathia right after the Yankees' 6-4 loss to the Houston Astros in Game 6 of the American League Championship Series. ""This was the last game I'll ever going ..."
120,N17188,golf,Round 2 tee times pushed up as heavy rains expected at Zozo,Players could be in for a long weekend at the Zozo Championship as heavy rains are expected for Round 2.
121,N48194,football,Should Patriots Consider This WR Trade Target Suggested By Ex-New England Exec?,The October NFL trade deadline is just around the corner and there are a couple areas the New England Patriots could stand to upgrade in. One of those positional groups
122,N12737,basketball,"James Bouknight applies for rehab program, case continued to Nov. 18","James Bouknight has applied to be enrolled in an accelerated pretrial rehabilitiation program, stemming from charges resulting from an on-campus incident on Sept. 27, according to attorney Rob Britt. His case has been continued until Nov. 18. The program is a court diversionary program that, if Bouknight were to successfully complete on time, could get his charges dismissed. A judge will determine on Nov. 18 whether or not he is an appropriate..."
123,N20725,basketball,Mike Anthony: NCAA's decision to sit UConn's Evina Westbrook helps no one; UConn's fiery response shows there is confusion over what NCAA actually values,Geno Auriemma used his voice in front of microphones and cameras. David Benedict used his keyboard to issue a lengthy statement. Both blasted the NCAA on Friday.
124,N40974,football,ASU football rewind: Sun Devils win thriller against Washington State,"Coming off a bye, ASU (4-1) hosts Washington State in a matinee showdown in Tempe. Check back for updates from Jeff Metcalfe throughout the game."
125,N60825,football,"Bengals pulled offer they made to Shaq Barrett after MRI, per report",Shaq Barrett said he thought he was going to sign with the Bengals this past offseason.
126,N38975,football,Matt Ryan ruled out with ankle injury after strip-sack,"Ryan's injury caps off an awful day for the Falcons, who were already short on offense."
127,N53286,football,Cooper 'increasingly likely' to leave Cowboys as contract talks stall,"Without the wide receiver, Amari Cooper will the Cowboys' young offensive core be together for very long?"
128,N57265,football,Detroit Lions players discuss controversial calls in loss to Packers,The Detroit Lions discussed several critical penalties assessed against them in Monday night's loss to the Green Bay Packers.
129,N27132,basketball,Franchise players? NBA sophomore class full of rising stars,"Deandre Ayton strolled around the practice court, talking and laughing with coaches and teammates following a two-hour workout with the Phoenix Suns. It is clear he is comfortable operating in lofty surroundings, even on a morning in the mountains of Flagstaff, despite a sign on the wall that warned of the dangers of physical exertion at 7,000 feet of altitude. ""What's that, 7,000? Nah, I need more like 15. That was pretty light,"" Ayton quipped...."
130,N7412,football,"Rewind: Cardinals ride Chase Edmonds, turnovers to win over Giants",Cardinals insider Bob McManaman offers a breakdown of Sunday's game between the Cardinals and Giants at MetLife Stadium.
131,N20862,baseball,Mike Trout and Christian Yelich win the 2019 Hank Aaron Awards,Both Yelich and Trout are two-time winners of this award
132,N4499,basketball,Clemson adds another major basketball recruit in 4-star F Olivier-Maxence Prosper,Clemson added its second 4-star basketball recruit in as many days with a pledge from 4-star NBA Latin American Academy forward Olivier-Maxence Prosper.
133,N1876,football,Misery Index: Wisconsin won't be able to erase ugly mark on its resume after loss to Illinois,"This week for Wisconsin was supposed to be about the buildup for the program against Ohio State. Instead, it is reeling from an ugly loss to Illinois."
134,N45165,football,3 locals in unconventional relationship to be in documentary,"KANSAS CITY, MO (KCTV) -- CBS News has a new documentary that features people from right here in Kansas City. The documentary explores the rise of open relationships of all forms. The people from Kansas City, Kansas were interviewed by news crews at KCTV5 this past summer after someone stole their flag. It was a unique take on the American flag and blended in the pride flag. The husband, wife and girlfriend said they want to openly explain their..."
135,N44113,basketball,Monty Williams backs Devin Booker's playoff aspirations for Phoenix Suns,Monty Williams co-signed on Devin Booker's playoff hopes as Suns look to return to postseason play for first time since 2010.
136,N20303,football,It's now 'officially' the U.P. of Wisconsin thanks to football,"Late Saturday night, the official Twitter account of the U.P. changed its name to ""The Upper Peninsula of Wisconsin."""
137,N51280,football,Is Rutgers headed toward another QB change after latest passing debacle?,"Fourth man up? Rutgers interim head coach/offensive coordinator Nunzio Campanile did not make a quarterback change during Saturday's 42-7 loss to No. 20 Minnesota, and he did not sound eager to consider one after the game. But his hand may soon be forced, and he seems to realize it. Campanile indicated he is sticking with redshirt Johnny Langan after the former Bergen Catholic star finished ..."
138,N14476,football,Grading the Eagles: Much-needed high marks in big win over Buffalo Bills | Paul Domowitch,"Handing out Sunday's grades: Rushing offense The Eagles rushed for a season-high 218 yards and three touchdowns, including a 65-yarder by Miles Sanders out of a two-back, three-wide receiver package that they hadn't used this season. Jordan Howard rushed for 96 yards and delivered the block that sprung Sanders for his long TD. And Carson Wentz converted a third-and-1 quarterback sneak on one ..."
139,N54434,football,"Report: Mariota, Winston 'likely' done as 'franchise leaders'",Marcus Mariota and Jameis Winston are not only on the way out within their organizations; they're no longer seen as potential franchise passers.
140,N35527,football,3 Titans players to watch vs. Broncos,Here are three Titans to keep an eye on Sunday.
